Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties,Action Type,Standard Text Value,Value,Category,tkd
chembl4456359,,,488.55,1.0,5.66,71,CC#CC(=O)Nc1cccc(-c2c(-c3ccccc3)oc3ncnc(N[C@H](CO)c4ccccc4)c23)c1,ic50,'=',6370.0,nm,5.2,,,uo_0000065,10.64,0.19,-0.46,5.18,0.0,chembl4416106,inhibition of gst-tagged human egfr kinase domain i858r/t790m mutant (696 to 1022 residues) using egfr l858r/t790m substrate peptide incubated for 120 mins by kinase-glo plus luminescent kinase assay,b,bao_0000357,single protein format,homo sapiens,,,,,,p00533,l858r,,,,,,,,,,,,,,,1.0,l858r/t790m double
chembl3786962,,,375.39,0.0,3.35,12,C=CC(=O)Nc1cccc(Oc2nc(Nc3cnn(C)c3)nc3[nH]ccc23)c1,ic50,'=',13.0,nm,7.89,,,uo_0000065,21.01,0.38,4.54,7.19,0.0,chembl3790961,inhibition of egfr l858r/t790m double mutant autophosphorylation in human nci-h1975 cells after 2 hrs by sandwich elisa,b,bao_0000219,cell-based format,homo sapiens,,,nci-h1975,,,p00533,l858r,,,,,,,,,,,,,,,1.0,l858r/t790m double
chembl5752831,,,514.63,1.0,2.77,bdbm397292,Cc1cnc(Nc2cccc(S(N)(=O)=O)c2)nc1Nc1ccc2c(c1)CCN(S(=O)(=O)C1CC1)C2,ic50,'=',55.0,nm,7.26,,793933.0,uo_0000065,14.11,0.28,4.49,4.93,0.0,chembl5733991,omnia assay: egfr (wt) and egfr (t790m/l858r): the omnia assay protocol for potency assessment against egfr is performed as described in example 251 above except that the egfr-wt- and egfr t790m/l858r-modified optimized reagent conditions are:[egfr-wt]=5 nm,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,l858r/t790m double
chembl939,gefitinib,4.0,446.91,0.0,4.28,gefitinib,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,ic50,'<',1.0,nm,,,,uo_0000065,,,,,1.0,chembl5230830,inhibition of egfr l858r/t790m mutant (unknown origin) using tk as substrate incubated for 1 hrs in presence of atp by tr-fret assay,b,bao_0000357,single protein format,homo sapiens,,,,,,p00533,l858r,,,,,,,,,,,,,,,1.0,l858r/t790m double
chembl5797665,,,453.55,1.0,5.11,bdbm318902,C=CC(=O)Nc1cccc(-c2cccc3cnc(Nc4ccc(OCCN(C)C)cc4)nc23)c1,ic50,'<',100.0,nm,,,1160964.0,uo_0000065,,,,,1.0,chembl5737992,inhibitory activity assay: egfr (t790m)(l858r):the 2Ã—egfr (erbb1) t790m l858r/tyr 04 mixture is prepared in 50 mm hepes ph 6.5,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,l858r/t790m double
chembl4068839,,,489.97,0.0,4.05,19; chmfl-egfr-202,C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(OCc4ccccn4)c(Cl)c3)c3c(N)ncnc32)C1,gi50,'=',5.0,nm,,,,uo_0000065,,,,,0.0,chembl4050468,inhibition of egfr l858r/t790m mutant in human nci-h1975 cells assessed as growth inhibition after 72 hrs by celltiter-glo assay,b,bao_0000219,cell-based format,homo sapiens,,,,,,p00533,l858r,,,,,,,,,,,,,,,1.0,l858r/t790m double
chembl4079501,,,485.59,0.0,4.5,6f,C=CC(=O)Nc1cc(Nc2n[nH]c3cc(-c4ccncc4)ccc23)c(OC)cc1N(C)CCN(C)C,ic50,'=',5.0,nm,8.3,,,uo_0000065,17.09,0.31,3.8,8.44,0.0,chembl4009508,inhibition of human n-terminal gst-tagged egfr l858r/t790m double mutant cytoplasmic domain (669 to 1210 end amino acid residues) expressed in baculovirus expression system using tk peptide substrate preincubated with enzyme for 30 mins followed by substrate addition measured after 20 mins by htrf assay,b,bao_0000019,assay format,homo sapiens,,,,,,p00533,l858r,,,,,,,,,,,,,,,1.0,l858r/t790m double
chembl6018694,,,487.56,0.0,3.85,bdbm414573,C=CC(=O)Nc1cc(Nc2nccc(-c3cnc4c(ccn4C)c3)n2)c(OC)cc1OCCN(C)C,ic50,'=',8.0,nm,8.1,,827598.0,uo_0000065,16.61,0.31,4.25,7.61,0.0,chembl5734430,wild type egfr and mutant egfr kinase inhibition test: the inhibitory effects of compounds to be tested on double mutant egfr kinase (egfr t790m/l858r kinase) (invitrogen,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,l858r/t790m double
chembl4454709,,,631.82,2.0,6.46,21f,COc1cc(N(C)CCN(C)C)c(NC(=O)/C=C\C(C)C)cc1Nc1nc2c(c(-c3cn(C)c4ccc(F)cc34)n1)CSCC2,ic50,'=',1689.0,nm,5.77,,,uo_0000065,9.14,0.18,-0.69,6.59,0.0,chembl4315819,inhibition of egfr t790m/l858r double mutant (unknown origin) using biotin as substrate in presence of atp by mobility shift assay based elisa,b,bao_0000357,single protein format,homo sapiens,,,,,,p00533,l858r,,,,,,,,,,,,,,,1.0,l858r/t790m double
chembl5941785,,,482.56,1.0,5.06,bdbm318873,C=CC(=O)Nc1cccc(-c2cccc3cnc(Nc4ccc(N5CCN(C)CC5)cc4F)nc23)c1,ic50,'<',100.0,nm,,,1160910.0,uo_0000065,,,,,1.0,chembl5737992,inhibitory activity assay: egfr (t790m)(l858r):the 2Ã—egfr (erbb1) t790m l858r/tyr 04 mixture is prepared in 50 mm hepes ph 6.5,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,l858r/t790m double
chembl4070454,,,428.5,1.0,6.66,11b,Oc1ccc(-c2nc(-c3ccccc3)c(-c3ccnc4[nH]c(-c5ccccc5)cc34)[nH]2)cc1,ic50,'=',658.0,nm,6.18,,,uo_0000065,14.43,0.26,-0.48,7.97,0.0,chembl4052480,inhibition of recombinant human gst-tagged egfr l858r/t790m double mutant cytoplasmic domain expressed in baculovirus expression system preincubated for 20 mins followed by addition of [33p]-atp measured after 2 hrs by filter-binding method,b,bao_0000019,assay format,homo sapiens,,,,,,p00533,l858r,,,,,,,,,,,,,,,1.0,l858r/t790m double
chembl5742664,,,476.56,0.0,4.95,bdbm397162,C=CC(=O)Nc1cccc(Nc2nc(Nc3cccc(OCC4CCCN(C)C4)c3)ncc2F)c1,ic50,'<',10.0,nm,,,793960.0,uo_0000065,,,,,0.0,chembl5733991,omnia assay: egfr (wt) and egfr (t790m/l858r): the omnia assay protocol for potency assessment against egfr is performed as described in example 251 above except that the egfr-wt- and egfr t790m/l858r-modified optimized reagent conditions are:[egfr-wt]=5 nm,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,l858r/t790m double
chembl5199399,,,508.65,1.0,3.75,9g,C=CC(=O)N1CCC(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3OC)nc3ccsc23)CC1,ic50,'=',14.2,nm,7.85,,,uo_0000065,15.43,0.3,4.1,9.45,0.0,chembl5099547,inhibition of n-terminal gst-tagged human recombinant egfr t790m/l858r mutant (695 to end residues) expressed in baculovirus-infected sf9 cells using poly (4:1 glu,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,l858r/t790m double
chembl3353409,,,513.65,1.0,4.82,26,C=CC(=O)Nc1cc(Nc2ncc(C)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,ic50,'=',1000.0,nm,6.0,,,uo_0000065,11.68,0.22,1.18,6.85,0.0,chembl3389020,inhibition of egfr l858r/t790m double mutant phosphorylation in human nci-h1975 cells after 2 hrs by fluorescence assay,b,bao_0000219,cell-based format,homo sapiens,,,nci-h1975,,,p00533,l858r,,,,,,,,,,,,,,,1.0,l858r/t790m double
chembl4744138,,,527.63,1.0,4.63,6b-6,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C(C)=O)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,ic50,'=',2.09,nm,8.68,,,uo_0000065,16.45,0.3,4.05,8.3,0.0,chembl4714437,inhibition of recombinant human n-terminal gst-tagged egfr t790m/l858r double mutant using biotinylated tk peptide as substrate measured after 30 mins by htrf assay,b,bao_0000357,single protein format,homo sapiens,,,,,,p00533,l858r,,,,,,,,,,,,,,,1.0,l858r/t790m double
chembl3977022,,,476.93,0.0,4.41,6b,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OCCn4cncn4)cc3)ncc2Cl)c1,ic50,'=',103.4,nm,6.99,,,uo_0000065,14.65,0.28,2.58,5.88,0.0,chembl3861200,inhibition of human recombinant n-terminal gst-tagged egfr t790m/l858r double mutant cytoplasmic domain (695 end residues) autophosphorylation expressed in baculovirus infected sf9 insect cells by adp-glo luminescence assay,b,bao_0000219,cell-based format,homo sapiens,,,sf9,,,p00533,l858r,,,,,,,,,,,,,,,1.0,l858r/t790m double
chembl5749776,,,487.57,0.0,2.99,bdbm380792,C=CC(=O)Nc1cc(Nc2nc(-c3cnn(C)c3)c3cc[nH]c3n2)c(OC)cc1N1CC(N(C)C)C1,ic50,'=',197.0,nm,6.71,,761724.0,uo_0000065,13.75,0.25,3.72,5.77,0.0,chembl5733589,inhibition assay: the inhibitory activities on t790m/l858r double mutant egfr kinase (invitrogen,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,l858r/t790m double
chembl3741324,,,464.96,0.0,4.16,15m,C/C(=N\Nc1ncc(Cl)c(Nc2cccc(NC(=O)/C=C/CN(C)C)c2)n1)c1ccccn1,ic50,'=',2380.0,nm,5.62,,,uo_0000065,12.09,0.23,1.46,5.23,0.0,chembl3743364,inhibition of human recombinant egfr t790m/l858r double mutant preincubated for 10 mins followed by fam-labeled peptide/atp addition measured after 1 hr by mobility shift assay,b,bao_0000224,protein format,homo sapiens,,,,,,p00533,l858r,,,,,,,,,,,,,,,1.0,l858r/t790m double
chembl3978161,,,430.39,1.0,5.16,bdbm202370,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccccc3OC)ncc2C(F)(F)F)c1,ic50,'=',200.0,nm,6.7,,544629.0,uo_0000065,15.56,0.3,1.54,7.85,1.0,chembl5731339,omnia assay protocol for potency assessment against egfr (wt) and egfr (t790m/l858r) active enzymes: the mechanics of the assay platform are best described by the vendor (invitrogen,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,l858r/t790m double
chembl3699609,,,569.59,2.0,5.17,bdbm149433,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCN(C(=O)CC)CC4)cc3OC)ncc2C(F)(F)F)c1,ic50,'=',5.5,nm,8.26,,827132.0,uo_0000065,14.5,0.28,3.09,7.39,1.0,chembl5734421,omnia assay protocol for potency assessment against egfr (wt) and egfr (t790m/l858r) active enzymes: briefly,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,l858r/t790m double
chembl5973958,,,345.41,0.0,4.4,bdbm397289,C=CC(=O)Nc1cccc(Nc2ncc(C)c(Nc3ccccc3)n2)c1,ic50,'<',10.0,nm,,,793929.0,uo_0000065,,,,,0.0,chembl5733991,omnia assay: egfr (wt) and egfr (t790m/l858r): the omnia assay protocol for potency assessment against egfr is performed as described in example 251 above except that the egfr-wt- and egfr t790m/l858r-modified optimized reagent conditions are:[egfr-wt]=5 nm,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,l858r/t790m double
chembl5286080,,,512.62,1.0,4.34,19i,C=CC(=O)Nc1cc(Nc2nccc(Nc3ccc4c(ccn4C)c3)n2)c(OC)cc1N1CCN(C)CC1,ic50,'=',8.4,nm,8.08,,,uo_0000065,15.75,0.29,3.74,8.11,0.0,chembl5263205,inhibition of egfr l858r/t790m mutant (unknown origin) expressed in baculovirus expression system by elisa,b,bao_0000019,assay format,homo sapiens,,,,,,p00533,l858r,,,,,,,,,,,,,,,1.0,l858r/t790m double
chembl4536146,,,486.58,0.0,3.56,c-005-01,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4cccnc34)n2)c(OC)cc1N(C)CCNC,ic50,'=',6600.0,nm,5.18,,,uo_0000065,10.65,0.2,1.62,4.74,0.0,chembl4383758,inhibition of recombinant human n-terminal gst-tagged egfr t790m/l858r double mutant (696-end residues) by fluorescence assay,b,bao_0000357,single protein format,homo sapiens,,,,,,p00533,l858r,,,,,,,,,,,,,,,1.0,l858r/t790m double
chembl5427961,,,496.62,1.0,5.25,53,C=CC(=O)Nc1cc(-c2c(-c3ccccc3)oc3ncnc(NC4CC4)c23)ccc1N(C)CCN(C)C,ic50,'=',14.0,nm,7.85,,,uo_0000065,15.81,0.29,2.6,9.08,0.0,chembl5382278,inhibition of gst-tagged recombinant egfr (g696 to g1022 residues) l858r/t790m double mutant (unknown origin) using poly(glu,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,l858r/t790m double
chembl3604927,,,410.44,0.0,2.7,5h,Cc1cc(Nc2cc(N3CCN(C)CC3)nc(Oc3cccc([N+](=O)[O-])c3)n2)n[nH]1,ic50,'=',600.0,nm,6.22,,,uo_0000065,15.16,0.28,3.52,4.96,0.0,chembl3606405,inhibition of egfr l858r/t790m mutant (unknown origin) expressed in sf9 cells pre-incubated for 60 mins before substrate and atp addition by homogeneous time-resolved fret assay,b,bao_0000219,cell-based format,homo sapiens,,,sf9,,,p00533,l858r,,,,,,,,,,,,,,,1.0,l858r/t790m double
chembl3904778,,,471.31,0.0,4.92,bdbm202381,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(OC)cc3OC)ncc2Br)c1,ic50,'=',5.5,nm,8.26,,544652.0,uo_0000065,17.52,0.38,3.34,8.73,1.0,chembl5731340,omnia assay protocol for potency assessment against egfr (wt) and egfr (t790m/l858r) active enzymes: the mechanics of the assay platform are best described by the vendor (invitrogen,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,l858r/t790m double
chembl5881569,,,513.05,1.0,4.02,bdbm414551,C=CC(=O)Nc1cc(Nc2ncc(Cl)c(-c3c(C)nn(C)c3C)n2)c(OC)cc1N(C)CCN(C)C,ic50,'=',25.0,nm,7.6,,827555.0,uo_0000065,14.82,0.29,3.58,7.57,0.0,chembl5734429,wild type egfr and mutant egfr kinase inhibition test: the inhibitory effects of compounds to be tested on double mutant egfr kinase (egfr t790m/l858r kinase) (invitrogen,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,l858r/t790m double
chembl3787386,,,396.81,0.0,4.3,4,C#CCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)C=C,ic50,'=',7.0,nm,8.15,,,uo_0000065,20.55,0.4,3.85,10.71,1.0,chembl4373060,inhibition of human n-terminal gst-tagged egfr t790m/l858r double mutant (696 to end residues) expressed in baculovirus infected sf21 cells using poly(glu,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,l858r/t790m double
chembl5950819,,,432.5,0.0,4.61,bdbm397324,Cc1cccc(Nc2nc(Nc3cccc(NC(=O)/C=C/CN4CCC4)c3)ncc2F)c1,ic50,'=',55.0,nm,7.26,,794002.0,uo_0000065,16.79,0.31,2.65,8.83,0.0,chembl5733991,omnia assay: egfr (wt) and egfr (t790m/l858r): the omnia assay protocol for potency assessment against egfr is performed as described in example 251 above except that the egfr-wt- and egfr t790m/l858r-modified optimized reagent conditions are:[egfr-wt]=5 nm,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,l858r/t790m double
chembl3545308,rociletinib,3.0,555.56,1.0,4.78,rociletinib,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCN(C(C)=O)CC4)cc3OC)ncc2C(F)(F)F)c1,ic50,'=',20.0,nm,7.7,,,uo_0000065,13.86,0.26,2.92,6.89,1.0,chembl5230868,inhibition of egfr l858r/t790m (unknown origin) incubated for 60 mins in presence of atp by adp-glo kinase assay,b,bao_0000357,single protein format,homo sapiens,,,,,,p00533,l858r,,,,,,,,,,,,,,,1.0,l858r/t790m double
chembl3798501,,,534.64,1.0,4.54,2b,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C(C)=O)CC4)cc3OC)ncc2SC)c1,ic50,'=',0.7,nm,9.15,,,uo_0000065,17.12,0.33,4.61,8.41,0.0,chembl3804025,inhibition of egfr t790m/l858r mutant (unknown origin) expressed in baculovirus expression system after 1 hr by elisa,b,bao_0000019,assay format,homo sapiens,,,,,,p00533,l858r,,,,,,,,,,,,,,,1.0,l858r/t790m double
chembl5781806,,,331.38,0.0,3.72,bdbm397156,C=CC(=O)Nc1ccc(C)c(Nc2nccc(-c3cccnc3)n2)c1,ic50,'=',55.0,nm,7.26,,793944.0,uo_0000065,21.91,0.4,3.54,9.1,0.0,chembl5733991,omnia assay: egfr (wt) and egfr (t790m/l858r): the omnia assay protocol for potency assessment against egfr is performed as described in example 251 above except that the egfr-wt- and egfr t790m/l858r-modified optimized reagent conditions are:[egfr-wt]=5 nm,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,l858r/t790m double
chembl2437468,,,512.57,1.0,2.8,3w,C=CC(=O)Nc1ccc(-n2c(=O)cnc3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)cc1,ic50,'=',272.0,nm,6.57,,,uo_0000065,12.81,0.24,3.77,5.59,0.0,chembl2439334,inhibition of egfr t790m/l858r double mutant (unknown origin) using tyr 4 peptide as substrate after 1.5 hrs by fret-based z'-lyte assay,b,bao_0000224,protein format,homo sapiens,,,,,,p00533,l858r,,,,,,,,,,,,,,,1.0,l858r/t790m double
chembl3233794,,,487.99,0.0,4.83,9y,O=C(/C=C/CN1CC2(CCOCC2)C1)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1,ic50,'=',2252.0,nm,5.65,,,uo_0000065,11.57,0.23,0.82,7.11,0.0,chembl3238948,inhibition of egfr t790m/l858r double mutant (unknown origin) expressed in baculovirus expression system using poly(glu:tyr)4:1 substrate after 60 mins by elisa,b,bao_0000019,assay format,homo sapiens,,,,,,p00533,l858r,,,,,,,,,,,,,,,1.0,l858r/t790m double
chembl3699585,,,569.59,2.0,5.17,bdbm149407,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCCN(C(C)=O)CC4)cc3OC)ncc2C(F)(F)F)c1,ic50,'<',1.0,nm,,,1080123.0,uo_0000065,,,,,1.0,chembl5737212,omnia assay protocol for potency assessment against egfr (wt) and egfr (t790m/l858r) active enzymes: briefly,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,l858r/t790m double
chembl5771047,,,505.55,1.0,3.99,bdbm414574,C=CC(=O)Nc1cc(Nc2ncc(F)c(-c3cnc4c(ccn4C)c3)n2)c(OC)cc1OCCN(C)C,ic50,'=',2.0,nm,8.7,,827599.0,uo_0000065,17.21,0.32,4.71,8.17,0.0,chembl5734429,wild type egfr and mutant egfr kinase inhibition test: the inhibitory effects of compounds to be tested on double mutant egfr kinase (egfr t790m/l858r kinase) (invitrogen,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,l858r/t790m double
chembl5937036,,,579.08,2.0,5.23,bdbm414576,C=CC(=O)Nc1cc(Nc2ncc(F)c(-c3cnc4c(c3)c(Cl)cn4C)n2)c(OC)cc1N1CCC(N(C)C)CC1,ic50,'=',5.0,nm,8.3,,827603.0,uo_0000065,14.33,0.28,3.07,8.26,0.0,chembl5734429,wild type egfr and mutant egfr kinase inhibition test: the inhibitory effects of compounds to be tested on double mutant egfr kinase (egfr t790m/l858r kinase) (invitrogen,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,l858r/t790m double
chembl4740234,,,527.42,1.0,4.37,8q,C=C(Cl)C(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCN(C(C)=O)CC4)nc3)ncc2Cl)c1,ic50,'=',7.5,nm,8.12,,,uo_0000065,15.41,0.31,3.75,7.04,0.0,chembl4730145,inhibition of recombinant human egfr t790m/l858r mutant expressed in baculovirus insect cell expression system in presence of atp preincubated 5 mins measured for 30 mins by detection reagent based htrf analysis,b,bao_0000019,assay format,homo sapiens,,,,,,p00533,l858r,,,,,,,,,,,,,,,1.0,l858r/t790m double
chembl4858535,,,554.05,1.0,3.96,9k,CNC(=O)c1ccccc1Nc1nc(Nc2ccc(OCCCN3CCC(C(=O)NO)CC3)cc2)ncc1Cl,ic50,'=',44.96,nm,7.35,,,uo_0000065,13.26,0.26,3.39,5.22,0.0,chembl4832125,inhibition of egfr l858r/t790m double mutant (unknown origin) measured after 60 mins by adp-glo kinase based luminescence assay,b,bao_0000357,single protein format,homo sapiens,,,,,,p00533,l858r,,,,,,,,,,,,,,,1.0,l858r/t790m double
chembl4534719,,,492.6,1.0,6.3,85,C=CC(=O)Nc1cccc(-c2c(-c3ccccc3)sc3ncnc(N[C@H](CO)c4ccccc4)c23)c1,ic50,'=',650.0,nm,6.19,,,uo_0000065,12.56,0.23,-0.11,7.1,0.0,chembl4416106,inhibition of gst-tagged human egfr kinase domain i858r/t790m mutant (696 to 1022 residues) using egfr l858r/t790m substrate peptide incubated for 120 mins by kinase-glo plus luminescent kinase assay,b,bao_0000357,single protein format,homo sapiens,,,,,,p00533,l858r,,,,,,,,,,,,,,,1.0,l858r/t790m double
chembl3956430,,,459.49,0.0,4.5,6c,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OCCn4ccnc4)cc3)ncc2F)c1,ic50,'=',9.1,nm,8.04,,,uo_0000065,17.5,0.32,3.54,7.59,0.0,chembl3861200,inhibition of human recombinant n-terminal gst-tagged egfr t790m/l858r double mutant cytoplasmic domain (695 end residues) autophosphorylation expressed in baculovirus infected sf9 insect cells by adp-glo luminescence assay,b,bao_0000219,cell-based format,homo sapiens,,,sf9,,,p00533,l858r,,,,,,,,,,,,,,,1.0,l858r/t790m double
chembl3087201,,,534.67,1.0,2.92,2i,C=CC(=O)N1CC[C@H](N2C(=O)N(C(C)C)Cc3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)C1,ic50,'=',864.0,nm,6.06,,,uo_0000065,11.34,0.21,3.14,6.23,0.0,chembl3088813,inhibition of egfr l858r/t790m double mutant (unknown origin) after 1.5 hrs by fret-based z'-lyte assay,b,bao_0000224,protein format,homo sapiens,,,,,,p00533,l858r,,,,,,,,,,,,,,,1.0,l858r/t790m double
chembl5169349,,,476.56,0.0,3.55,21,CC(C)c1cnc(N2CC(C#N)C2)c2cnc(Nc3ccnc(N4CC[C@@H](O)[C@@](C)(F)C4)n3)cc12,ic50,'=',17.0,nm,7.77,,,uo_0000065,16.3,0.3,4.22,6.81,0.0,chembl5141217,inhibition of egf stimulated egfr l858r/t790m double mutant phosphorylation in human nci-h1975 cells preincubated for 4 to 5 hrs followed by egf stimulation for 10 mins by alphalisa method,b,bao_0000219,cell-based format,homo sapiens,,,nci-h1975,,,p00533,l858r,,,,,,,,,,,,,,,1.0,l858r/t790m double
chembl5429838,,,425.49,1.0,5.43,42,C=CC(=O)Nc1cccc(-c2c(-c3ccncc3)oc3ncnc(NC4CCCC4)c23)c1,ic50,'=',19.0,nm,7.72,,,uo_0000065,18.15,0.33,2.29,8.31,0.0,chembl5382278,inhibition of gst-tagged recombinant egfr (g696 to g1022 residues) l858r/t790m double mutant (unknown origin) using poly(glu,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,l858r/t790m double
chembl4082840,,,575.11,2.0,7.03,8,O=C(Nc1ccc2ncnc(Nc3cccc(Cl)c3)c2c1)C1CCC2(CC1)OCC1(OO2)C2CC3CC(C2)CC1C3,ic50,'>',10000.0,nm,,,,uo_0000065,,,,,0.0,chembl3999847,inhibition of recombinant human gst-tagged egfr l858r/t790m double mutant cytoplasmic domain (668 to 1210 residues) expressed in baculovirus expression system by z'-lyte assay,b,bao_0000019,assay format,homo sapiens,,,,,,p00533,l858r,,,,,,,,,,,,,,,1.0,l858r/t790m double
chembl1173655,afatinib,4.0,485.95,0.0,4.39,afatinib,CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1,ic50,'=',10.0,nm,8.0,,,uo_0000065,16.46,0.32,3.61,9.03,1.0,chembl4179484,inhibition of egfr l858r/t790m mutant (unknown origin),b,bao_0000357,single protein format,homo sapiens,,,,,,p00533,l858r,,,,,,,,,,,,,,,1.0,l858r/t790m double
chembl3814878,,,485.6,0.0,2.9,4,C=CC(=O)NCCCn1c(-c2nc(-c3cnn(C4CCN(C)CC4)c3)cnc2N)nc2ccccc21,ic50,'=',200.0,nm,6.7,,,uo_0000065,13.8,0.25,3.8,5.59,0.0,chembl3817134,inhibition of recombinant n-terminal gst-tagged human egfr t790m/l858r double mutant using biotinylated tk substrate incubated for 50 mins by htrf assay,b,bao_0000224,protein format,homo sapiens,,,,,,p00533,l858r,,,,,,,,,,,,,,,1.0,l858r/t790m double
chembl3814878,,,485.6,0.0,2.9,4,C=CC(=O)NCCCn1c(-c2nc(-c3cnn(C4CCN(C)CC4)c3)cnc2N)nc2ccccc21,ec50,'=',1710.0,nm,5.77,,,uo_0000065,11.88,0.22,2.87,4.81,0.0,chembl3817137,inhibition of egfr t790m/l858r double mutant autophosphorylation in human nci-h1975 cells incubated for 2 hrs by elisa,b,bao_0000219,cell-based format,homo sapiens,,,nci-h1975,,,p00533,l858r,,,,,,,,,,,,,,,1.0,l858r/t790m double
chembl3944524,,,470.5,1.0,5.4,32n,C=CC(=O)N[C@H]1CC[C@@H](n2c(NC(=O)c3cccc(C(F)(F)F)c3)nc3cc(C)ccc32)CC1,ic50,'>',50000.0,nm,,,,uo_0000065,,,,,0.0,chembl3860367,inhibition of n-terminal 6x-his-tagged human recombinant egfr (696 to 1022 residues) l858r/t790m mutant expressed in sf9 cells pre-incubated for 90 mins followed by 1 mm atp addition by htrf assay,b,bao_0000219,cell-based format,homo sapiens,,,sf9,,,p00533,l858r,,,,,,,,,,,,,,,1.0,l858r/t790m double
chembl3353410,osimertinib,4.0,499.62,0.0,4.51,azd9291,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,ic50,'=',20.8,nm,7.68,,,uo_0000065,15.38,0.28,3.17,8.77,1.0,chembl4832125,inhibition of egfr l858r/t790m double mutant (unknown origin) measured after 60 mins by adp-glo kinase based luminescence assay,b,bao_0000357,single protein format,homo sapiens,,,,,,p00533,l858r,,,,,,,,,,,,,,,1.0,l858r/t790m double
chembl5191510,,,557.65,1.0,4.74,3,CN1CCN(c2ccc(-c3ccc4c(c3)C(=O)N(C(C(=O)Nc3nccs3)c3cc(F)ccc3O)C4)cc2)CC1,ic50,'=',0.3,nm,9.52,,,uo_0000065,17.08,0.33,4.78,10.7,0.0,chembl5147203,inhibition of his-gst tagged human egfr l858r/t790m double mutant expressed in insect cells incubated for 30 mins in presence of atp by htrf kinase assay,b,bao_0000219,cell-based format,homo sapiens,,,,,,p00533,l858r,,,,,,,,,,,,,,,1.0,l858r/t790m double
